mohallah_name,village_name,union_council_name,tehsil_name,district_name
Kote,Dodishal,KHANBERY DODUSHAL,Darel,Diamer
Sawoch,Dodishal,KHANBERY DODUSHAL,Darel,Diamer
YOULGUK,KERIS,KERIS,KERIS,Ghanche
DANGA,KERIS,KERIS,KERIS,Ghanche
URAL,KERIS,KERIS,KERIS,Ghanche
MIRPI KHOR,KERIS,KERIS,KERIS,Ghanche
MROBGPA,KERIS,KERIS,KERIS,Ghanche
GHAPKHOR,KERIS,KERIS,KERIS,Ghanche
GONGKHOR,KERIS,KERIS,KERIS,Ghanche
CHARA THANG,KERIS,KERIS,KERIS,Ghanche
KASHOWA,KERIS,KERIS,KERIS,Ghanche
SMALSA,KERIS,KERIS,KERIS,Ghanche
BIMA KHOOR,KERIS,KERIS,KERIS,Ghanche
BARCHONG,KERIS,KERIS,KERIS,Ghanche
MOON KHOOR,KERIS,KERIS,KERIS,Ghanche
Panzil,KERIS,KERIS,KERIS,Ghanche
Shagharan,KERIS,KERIS,KERIS,Ghanche
GONE,GONE,KERIS,KERIS,Ghanche
MANJER,GHOWARI,GHOWARI,GHOWARI,Ghanche
CHOGO GRONG,GHOWARI,GHOWARI,GHOWARI,Ghanche
DAS KHOR,GHOWARI,GHOWARI,GHOWARI,Ghanche
MAU  KHOR,GHOWARI,GHOWARI,GHOWARI,Ghanche
MALA GRONG,GHOWARI,GHOWARI,GHOWARI,Ghanche
Sain,GHOWARI,GHOWARI,GHOWARI,Ghanche
Gaintha,GHOWARI,GHOWARI,GHOWARI,Ghanche
Garbi Khor,GHOWARI,GHOWARI,GHOWARI,Ghanche
Garbi Khor,GHOWARI,GHOWARI,GHOWARI,Ghanche
Sobi Gone,GHOWARI,GHOWARI,GHOWARI,Ghanche
Rahim Pi Khor,GHOWARI,GHOWARI,GHOWARI,Ghanche
Zangi Pi Khore,GHOWARI,GHOWARI,GHOWARI,Ghanche
Shorba/Manawa,GHOWARI,GHOWARI,GHOWARI,Ghanche
Gholokhor,GHOWARI,GHOWARI,GHOWARI,Ghanche
Soq,GHOWARI,GHOWARI,GHOWARI,Ghanche
FAROL,KURO,GHOWARI,GHOWARI,Ghanche
KHANKAH GRONG,KURO,GHOWARI,GHOWARI,Ghanche
SATU,KURO,GHOWARI,GHOWARI,Ghanche
KHURAM ABAD,KURO,GHOWARI,GHOWARI,Ghanche
Ghadaq Pi Gon,KURO,GHOWARI,GHOWARI,Ghanche
Bahadurabad Paen,KURO,GHOWARI,GHOWARI,Ghanche
HARIKON,HARIKON,GHOWARI,GHOWARI,Ghanche
KUNES,KUNES,GHOWARI,GHOWARI,Ghanche
District: Ghanche U C: Daghoni Tehsil: Daghoni Village: sultanabad ,BALGAR,DAGHONI,DAGHONI,Ghanche
GOND,BALGAR,DAGHONI,DAGHONI,Ghanche
GONGMA YAR,BALGAR,DAGHONI,DAGHONI,Ghanche
KHANKAH GRONG,BALGAR,DAGHONI,DAGHONI,Ghanche
KHOROKHA,BALGAR,DAGHONI,DAGHONI,Ghanche
YOUNPA WA,BALGAR,DAGHONI,DAGHONI,Ghanche
GHARIPA,BALGAR,DAGHONI,DAGHONI,Ghanche
KHASHU,BALGAR,DAGHONI,DAGHONI,Ghanche
BURDAS BALGHAR,BALGAR,DAGHONI,DAGHONI,Ghanche
Kraba Thang,BALGAR,DAGHONI,DAGHONI,Ghanche
District: Ghanche UC: Daghoni Tehsil: Daghoni Village: Sultanabad ,BALGAR,DAGHONI,DAGHONI,Ghanche
Thana,BALGAR,DAGHONI,DAGHONI,Ghanche
Marmung,BALGAR,DAGHONI,DAGHONI,Ghanche
SOQ BALGHAR,SOQ BALGHAR,DAGHONI,DAGHONI,Ghanche
BAQTAWA,HAIDER ABAD,DAGHONI,DAGHONI,Ghanche
HAIDER ABAD,HAIDER ABAD,DAGHONI,DAGHONI,Ghanche
CHOGO DRONG,HAIDER ABAD,DAGHONI,DAGHONI,Ghanche
MALA GRONG,HAIDER ABAD,DAGHONI,DAGHONI,Ghanche
KHARMANG,HAIDER ABAD,DAGHONI,DAGHONI,Ghanche
Thana,HAIDER ABAD,DAGHONI,DAGHONI,Ghanche
Sultnabad,HAIDER ABAD,DAGHONI,DAGHONI,Ghanche
Sultnabad ,HAIDER ABAD,DAGHONI,DAGHONI,Ghanche
MALAYAR,KHARKOO,KHARKOO,DAGHONI,Ghanche
Saling ,KHARKOO,KHARKOO,DAGHONI,Ghanche
MANDIK,MANDIK,KHARKOO,DAGHONI,Ghanche
GOMA TRANZONG,TRANZONG,KHARKOO,DAGHONI,Ghanche
THANA,TRANZONG,KHARKOO,DAGHONI,Ghanche
GAMBA TRANGZONG,TRANZONG,KHARKOO,DAGHONI,Ghanche
YOUSKIL,GARBONG,KHARKOO,DAGHONI,Ghanche
GARBONG,GARBONG,KHARKOO,DAGHONI,Ghanche
Malayar,GARBONG,KHARKOO,DAGHONI,Ghanche
Mendik,GARBONG,KHARKOO,DAGHONI,Ghanche
TAPARI,TAPARI,KHARKOO,DAGHONI,Ghanche
SHUKPA CHULI,LAHAR,KHARKOO,DAGHONI,Ghanche
LAHAR,LAHAR,KHARKOO,DAGHONI,Ghanche
GOND,SAILING,KHARKOO,DAGHONI,Ghanche
KHANKAH GRONG,SAILING,KHARKOO,DAGHONI,Ghanche
SOGA,SOGA,KHARKOO,DAGHONI,Ghanche
Malayar,Malayar,KHARKOO,DAGHONI,Ghanche
YARKHOR,THALLAY,THALAY,DAGHONI,Ghanche
TAGHARI,THALLAY,THALAY,DAGHONI,Ghanche
BROQPA,THALLAY,THALAY,DAGHONI,Ghanche
BALTARO,THALLAY,THALAY,DAGHONI,Ghanche
THALLAY,THALLAY,THALAY,DAGHONI,Ghanche
HARANGUS,PADANGUS,THALAY,DAGHONI,Ghanche
PADANGUS,PADANGUS,THALAY,DAGHONI,Ghanche
BORDAS,PADANGUS,THALAY,DAGHONI,Ghanche
GANMBA BORDAS,PADANGUS,THALAY,DAGHONI,Ghanche
"YOUSKIL, GRBONH",PADANGUS,THALAY,DAGHONI,Ghanche
TASU,CHUNDO,THALAY,DAGHONI,Ghanche
CHUNDU,CHUNDO,THALAY,DAGHONI,Ghanche
GHAGURIK,CHUNDO,THALAY,DAGHONI,Ghanche
DALTIR,DALTIR,THALAY,DAGHONI,Ghanche
LODAS DALTIR,DALTIR,THALAY,DAGHONI,Ghanche
Saling,DALTIR,THALAY,DAGHONI,Ghanche
BALTARO,THALLAY,THALAY,DAGHONI,Ghanche
KHASUMIK,KHASUMIK,THALAY,DAGHONI,Ghanche
BURDAS BALGHAR,BURDAS BALGHAR,THALAY,DAGHONI,Ghanche
KHASUMIK,KHASUMIK,THALAY,KHAPLU,Ghanche
HILFIYIOQ,BARA PAEEN,BARAH,KHAPLU,Ghanche
KHARFIYOUQ,BARA PAEEN,BARAH,KHAPLU,Ghanche
BARA GOND,BARA PAEEN,BARAH,KHAPLU,Ghanche
BROUQPA,BARA PAEEN,BARAH,KHAPLU,Ghanche
SPINPA,BARA BALA,BARAH,KHAPLU,Ghanche
SAMPA,BARA BALA,BARAH,KHAPLU,Ghanche
KHANKAH GRONG,BARA BALA,BARAH,KHAPLU,Ghanche
CHUNPA,BARA BALA,BARAH,KHAPLU,Ghanche
SHOROWA,BARA BALA,BARAH,KHAPLU,Ghanche
PANDIWA,BARA BALA,BARAH,KHAPLU,Ghanche
QADIRPA,BARA BALA,BARAH,KHAPLU,Ghanche
SAROWA,BARA BALA,BARAH,KHAPLU,Ghanche
MIRKPA,BARA BALA,BARAH,KHAPLU,Ghanche
MOMIN PA,BARA BALA,BARAH,KHAPLU,Ghanche
TATOUS,BARA BALA,BARAH,KHAPLU,Ghanche
YOUGO,YOUGO,BARAH,KHAPLU,Ghanche
KHARFAQ,KHARFAQ,BARAH,KHAPLU,Ghanche
KRAMING,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
GOMAYAR,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
GONE,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
THASKONG,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
GARIES,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
CHAQCHAN,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
BARKCHAN,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
HAPPI,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
STONPI,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
GARBOCHONG,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
GARBONG,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
SIRGONG,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
MALALIWA,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Khombozgang,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Mir pi sar,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Khombozgang,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Mekser Pi,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Baqir Pi Gon,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Gochoq Pi,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Baqir Pi Gon,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Goq Pi,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Ansoq,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Askari Gon,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Chalabati Gon,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Chalabati Gon,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Morgoto,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
KowaKhong,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
staq Pi Sar,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
Konowa,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
KowaKhong,KHAPULU PAEEN,KHAPULU PAEEN,KHAPLU,Ghanche
HACHI,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
DANIS,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
KHANKA,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
HUNDOLI,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
BANPI,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
KHANSIR,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
BRKCHANSIR,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
MULDOMAR,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
GOMA SATKGI,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
GHARLTI,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
SARGAIB,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
Gongma Bathong,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
Lasar,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
Hatchi Khar,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
Gamba Bathong,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
LangKhong,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
Doqsa,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
Hlangkhong,KHAPULU BALA,KHAPULU BALA,KHAPLU,Ghanche
KHALBAT,SIKSA,SIKSA,CHURBAT,Ghanche
THANG,SIKSA,SIKSA,CHURBAT,Ghanche
Biatoq,SIKSA,SIKSA,CHURBAT,Ghanche
Yangchat,SIKSA,SIKSA,CHURBAT,Ghanche
Angaisstangbo,SIKSA,SIKSA,CHURBAT,Ghanche
Resar,SIKSA,SIKSA,CHURBAT,Ghanche
Sukmoos,SIKSA,SIKSA,CHURBAT,Ghanche
Kalan,SIKSA,SIKSA,CHURBAT,Ghanche
QLAQ THANG,CHOWAR,SIKSA,CHURBAT,Ghanche
GRONG,PIUN,SIKSA,CHURBAT,Ghanche
Gon,PIUN,SIKSA,CHURBAT,Ghanche
GHAPKHOR,HASSANABAD,SIKSA,CHURBAT,Ghanche
HAJI PAKHOOR,HASSANABAD,SIKSA,CHURBAT,Ghanche
THANG KHOOR,HASSANABAD,SIKSA,CHURBAT,Ghanche
KOMIK,HASSANABAD,SIKSA,CHURBAT,Ghanche
YORKHOR,HASSANABAD,SIKSA,CHURBAT,Ghanche
GOSTANG,HASSANABAD,SIKSA,CHURBAT,Ghanche
GAPKHOOR,HASSANABAD,SIKSA,CHURBAT,Ghanche
PINE KHOOR,HASSANABAD,SIKSA,CHURBAT,Ghanche
THANG KHOR,AMIRABAD,SIKSA,CHURBAT,Ghanche
THUS KHOR,AMIRABAD,SIKSA,CHURBAT,Ghanche
DONG KHOR,DAWOO,SIKSA,CHURBAT,Ghanche
KHATPA YOQ,DAWOO,SIKSA,CHURBAT,Ghanche
QURBAN ABAD,LOONKHA,SIKSA,CHURBAT,Ghanche
GARAS,FRANO,FRANO,CHURBAT,Ghanche
ESAR,FRANO,FRANO,CHURBAT,Ghanche
FAROL,FRANO,FRANO,CHURBAT,Ghanche
BALA ,THOQMUS,FRANO,CHURBAT,Ghanche
KALANG,KALAN,FRANO,CHURBAT,Ghanche
KORON,PARTOOK,FRANO,CHURBAT,Ghanche
MALA GONE,PARTOOK,FRANO,CHURBAT,Ghanche
Soghore,PARTOOK,FRANO,CHURBAT,Ghanche
Yourkhore,PARTOOK,FRANO,CHURBAT,Ghanche
Thankhore,PARTOOK,FRANO,CHURBAT,Ghanche
GRAM KHAR,MARCHA,FRANO,CHURBAT,Ghanche
GHICHITHANG,GHURSEY,GHURSEY,MASHABAROM,Ghanche
GOMA GURSEY,GHURSEY,GHURSEY,MASHABAROM,Ghanche
SKILMA,GHURSEY,GHURSEY,MASHABAROM,Ghanche
Abadan,GHURSEY,GHURSEY,MASHABAROM,Ghanche
Ghazi Thang,GHURSEY,GHURSEY,MASHABAROM,Ghanche
Payendo,GHURSEY,GHURSEY,MASHABAROM,Ghanche
Paindo,GHURSEY,GHURSEY,MASHABAROM,Ghanche
Raisha,GHURSEY,GHURSEY,MASHABAROM,Ghanche
Lagaf,GHURSEY,GHURSEY,MASHABAROM,Ghanche
SORMO SAGASONG,SURMO,GHURSEY,MASHABAROM,Ghanche
TISHARI,SURMO,GHURSEY,MASHABAROM,Ghanche
KHAR,SURMO,GHURSEY,MASHABAROM,Ghanche
YOUCHONG,YOUCHONG,GHURSEY,MASHABAROM,Ghanche
QURBAN ABAD,LONKHA,GHURSEY,MASHABAROM,Ghanche
ARIFABAD,THAGAS,THAGAS,MASHABAROM,Ghanche
KHARAT,THAGAS,THAGAS,MASHABAROM,Ghanche
NEWTICHAN,THAGAS,THAGAS,MASHABAROM,Ghanche
FAROL,THAGAS,THAGAS,MASHABAROM,Ghanche
CHANSOQ,THAGAS,THAGAS,MASHABAROM,Ghanche
BAQMA CHO,THAGAS,THAGAS,MASHABAROM,Ghanche
GARBI DRONG,THAGAS,THAGAS,MASHABAROM,Ghanche
THOLDI,THOLDI,THAGAS,MASHABAROM,Ghanche
HALDI,HALDI,THAGAS,MASHABAROM,Ghanche
SINO BALA,SINO,THAGAS,MASHABAROM,Ghanche
SINO PAIN,SINO,THAGAS,MASHABAROM,Ghanche
GUBSUR,DUMSUM,GULSHANKABIRE,MASHABAROM,Ghanche
MALLON,DUMSUM,GULSHANKABIRE,MASHABAROM,Ghanche
GANKHOR,DUMSUM,GULSHANKABIRE,MASHABAROM,Ghanche
MONGRONG,DUMSUM,GULSHANKABIRE,MASHABAROM,Ghanche
Abadan ,DUMSUM,GULSHANKABIRE,MASHABAROM,Ghanche
Paindo ,DUMSUM,GULSHANKABIRE,MASHABAROM,Ghanche
Raisha,DUMSUM,GULSHANKABIRE,MASHABAROM,Ghanche
GabKhor ,DUMSUM,GULSHANKABIRE,MASHABAROM,Ghanche
FAROL,GULSHAN KABIR,GULSHANKABIRE,MASHABAROM,Ghanche
BONGRI,GULSHAN KABIR,GULSHANKABIRE,MASHABAROM,Ghanche
TRANZOWA,GULSHAN KABIR,GULSHANKABIRE,MASHABAROM,Ghanche
Gonpon,GULSHAN KABIR,GULSHANKABIRE,MASHABAROM,Ghanche
Trangzowa,GULSHAN KABIR,GULSHANKABIRE,MASHABAROM,Ghanche
KharKhore,GULSHAN KABIR,GULSHANKABIRE,MASHABAROM,Ghanche
MANDIK,GHAPKHOR,SLATORO,MASHABAROM,Ghanche
PALIED,GHAPKHOR,SLATORO,MASHABAROM,Ghanche
HELDI,GHAPKHOR,SLATORO,MASHABAROM,Ghanche
KHANI,GHAPKHOR,SLATORO,MASHABAROM,Ghanche
 GAMBA GOMA,GOMA,SLATORO,MASHABAROM,Ghanche
Goma,GOMA,SLATORO,MASHABAROM,Ghanche
GHAGHULO,GHAGHULO,SLATORO,MASHABAROM,Ghanche
MALA GRONG,GHAGHULO,SLATORO,MASHABAROM,Ghanche
SAITH,SAITH,SLATORO,MASHABAROM,Ghanche
YARMA GOMA, GOMA,SLATORO,MASHABAROM,Ghanche
CHULI GONE,GHAGHULU,SLATORO,MASHABAROM,Ghanche
KHORKONDO,KHORKONDO,KONDUS,MASHABAROM,Ghanche
KARMADIND,KARMADING,KONDUS,MASHABAROM,Ghanche
TALJUK,CHOGHO GRONG,KONDUS,MASHABAROM,Ghanche
THANG,THANG,KONDUS,MASHABAROM,Ghanche
LACHAT,LACHAT,KONDUS,MASHABAROM,Ghanche
JAFAR ABAD,JAFAR ABAD,KONDUS,MASHABAROM,Ghanche
MARAIN,MACHULU,MACHULU,MASHABAROM,Ghanche
ASHURPI,MACHULU,MACHULU,MASHABAROM,Ghanche
MALIKPI,MACHULU,MACHULU,MASHABAROM,Ghanche
TISHARI,MACHULU,MACHULU,MASHABAROM,Ghanche
BONGRI,MACHULU,MACHULU,MASHABAROM,Ghanche
BAQDURPI,MACHULU,MACHULU,MASHABAROM,Ghanche
HILBI,MACHULU,MACHULU,MASHABAROM,Ghanche
MALON,MACHULU,MACHULU,MASHABAROM,Ghanche
BARAWA,MACHULU,MACHULU,MASHABAROM,Ghanche
KHARAY,MACHULU,MACHULU,MASHABAROM,Ghanche
KHANKAH GRONG,TALIS,MACHULU,MASHABAROM,Ghanche
MANCHO,TALIS,MACHULU,MASHABAROM,Ghanche
GHOMI SKITH,TALIS,MACHULU,MASHABAROM,Ghanche
MARZI GONE,MARZI GOND,MACHULU,MASHABAROM,Ghanche
BALAY GOND,MARZI GOND,MACHULU,MASHABAROM,Ghanche
HUSHAY,HUSHAY,MACHULU,MASHABAROM,Ghanche
KANDAY,HUSHAY,MACHULU,MASHABAROM,Ghanche
KHANAY,HUSHAY,MACHULU,MASHABAROM,Ghanche
Hamrdass,Hamrdass,Gupis,Gupis,Ghizar
Hamardass,Hamrdass,Gupis,Gupis,Ghizar
Hamar Dass 1,Hamrdass,Gupis,Gupis,Ghizar
Hamar Dass 2,Hamrdass,Gupis,Gupis,Ghizar
Dodoshot,Hamrdass,Gupis,Gupis,Ghizar
Hamardass,Hamrdass,Gupis,Gupis,Ghizar
Jindorote,Jindorote,Gupis,Gupis,Ghizar
Chartoi,Jindorote,Gupis,Gupis,Ghizar
Jindorotee Aja Kui,Jindorote,Gupis,Gupis,Ghizar
Cheer Mayoon,Jindorote,Gupis,Gupis,Ghizar
Jondarotee Proper,Jindorote,Gupis,Gupis,Ghizar
Khalti,Khalti,Gupis,Gupis,Ghizar
Gamais,Khalti,Gupis,Gupis,Ghizar
Ali abad,Khalti,Gupis,Gupis,Ghizar
Hakis,Hakis,Gupis,Gupis,Ghizar
Roshun,Roshun,Gupis,Gupis,Ghizar
Gupis,Gupis,Gupis,Gupis,Ghizar
Baltam,Gupis,Gupis,Gupis,Ghizar
Pathan Mohalla,Gupis,Gupis,Gupis,Ghizar
Dorot Gout,Gupis,Gupis,Gupis,Ghizar
Gupis Dass,Gupis,Gupis,Gupis,Ghizar
Gupis Paine,Gupis,Gupis,Gupis,Ghizar
Gupis Dass,Gupis,Gupis,Gupis,Ghizar
Gupis Dass,Gupis,Gupis,Gupis,Ghizar
CSD GUPIS,Gupis,Gupis,Gupis,Ghizar
Sumall,Sumall,Gupis,Gupis,Ghizar
Dodoshot,Dodoshot,Gupis,Gupis,Ghizar
Gupis Dass,Gupis,Gupis,Gupis,Ghizar
Thingai,Thingai,Pingal,Gupis,Ghizar
Thingai,Thingai,Pingal,Gupis,Ghizar
Thingai,surolokhutoo,Pingal,Gupis,Ghizar
Thingai,Matunglast,Pingal,Gupis,Ghizar
Thingai,Noghar last,Pingal,Gupis,Ghizar
Thingai,Payukush,Pingal,Gupis,Ghizar
Rahim Abad,Rahim Abad,Pingal,Gupis,Ghizar
Rahim Abad,Batharte,Pingal,Gupis,Ghizar
Nolti,Hamar,Pingal,Gupis,Ghizar
Dahimal,Dahimal,Pingal,Gupis,Ghizar
Nolti,Nolti,Pingal,Gupis,Ghizar
CSD NALTI,Nolti,Pingal,Gupis,Ghizar
Hamaran Bathratee,Hamaran,Pingal,Gupis,Ghizar
CSD HAMARAN,Hamaran,Pingal,Gupis,Ghizar
Khasundar,Pingal,Pingal,Gupis,Ghizar
Sosot,Pingal,Pingal,Gupis,Ghizar
Karim Abad,Pingal,Pingal,Gupis,Ghizar
Sosot,Pingal,Pingal,Gupis,Ghizar
Salemabad,Pingal,Pingal,Gupis,Ghizar
Kasundar,Pingal,Pingal,Gupis,Ghizar
Sosot,Pingal,Pingal,Gupis,Ghizar
Khasundar,Pingal,Pingal,Gupis,Ghizar
Saleem Abad,Pingal,Pingal,Gupis,Ghizar
Pingal,Sosot,Pingal,Gupis,Ghizar
Pingal,Saleem Abad,Pingal,Gupis,Ghizar
Pingal,Khasundar,Pingal,Gupis,Ghizar
Bathi,Bathi,Pingal,Gupis,Ghizar
Hakis Paine,Hakis,Sumall,Gupis,Ghizar
Hakis Bala,Hakis,Sumall,Gupis,Ghizar
Toheed Abad 1,Raushan,Sumall,Gupis,Ghizar
Ali Basti,Raushan,Sumall,Gupis,Ghizar
Toheed Abad 2,Raushan,Sumall,Gupis,Ghizar
Raushan Bala,Raushan,Sumall,Gupis,Ghizar
Raushan Paine,Raushan,Sumall,Gupis,Ghizar
Maduri,Raushan,Sumall,Gupis,Ghizar
Tali Dass,Raushan,Sumall,Gupis,Ghizar
Yangal Bala,Yangal,Sumall,Gupis,Ghizar
Yangal Paine,Yangal,Sumall,Gupis,Ghizar
Durnak,Sumall,Sumall,Gupis,Ghizar
Moula Abad,Sumall,Sumall,Gupis,Ghizar
Sumall Bala,Sumall,Sumall,Gupis,Ghizar
Sumall Paine,Sumall,Sumall,Gupis,Ghizar
Durnak,Sumall,Sumall,Gupis,Ghizar
Dalti,Sumall,Sumall,Gupis,Ghizar
Moula Abad,Sumall,Sumall,Gupis,Ghizar
Raja Bangaal,Darmadar,Sumall,Gupis,Ghizar
Doli Bala,Darmadar,Sumall,Gupis,Ghizar
Doli Paine,Darmadar,Sumall,Gupis,Ghizar
Daldis,Darmadar,Sumall,Gupis,Ghizar
Rahim Abad,Darmadar,Sumall,Gupis,Ghizar
Gamsing,Darmadar,Sumall,Gupis,Ghizar
Jandoli,Darmadar,Sumall,Gupis,Ghizar
CSD DARMADAR,Darmadar,Sumall,Gupis,Ghizar
Bathi,Bathi,Pingal,Phander,Ghizar
Noulti,Noulti,Pingal,Phander,Ghizar
Dahimal,Dahimal,Pingal,Phander,Ghizar
Thingai,Pingal,Pingal,Phander,Ghizar
Thingai,Pingal,Pingal,Phander,Ghizar
Thingai,Thingai,Phander,Phander,Ghizar
Pingal,Pingal,Phander,Phander,Ghizar
Shamaran,Shamaran,Phander,Phander,Ghizar
CSD SHAMARAN,Shamaran,Phander,Phander,Ghizar
Chashi,Chashi,Phander,Phander,Ghizar
Chashi Bala,Chashi,Phander,Phander,Ghizar
Chashi pain,Chashi,Phander,Phander,Ghizar
Chashi Nala,Chashi,Phander,Phander,Ghizar
Chashi Nalah,Chashi Nalah,Phander,Phander,Ghizar
Dalomal,Dalomal,Phander,Phander,Ghizar
Kinot,Dalomal,Phander,Phander,Ghizar
Brastotek,Dalomal,Phander,Phander,Ghizar
Dir Barkulti,Dir Barkulti,Phander,Phander,Ghizar
Phander,Phander,Phander,Phander,Ghizar
CSD PHANDER,Phander,Phander,Phander,Ghizar
PHANDER,PHANDER,Phander,Phander,Ghizar
Chashi bala,PHANDER,Phander,Phander,Ghizar
Chashi pain,PHANDER,Phander,Phander,Ghizar
Chashi Nala,PHANDER,Phander,Phander,Ghizar
Gulagmooli/  Gulaghtori,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Herkush,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Gulagturi,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Buyan Deh,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Gulagmuli Bala,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Gulakmuli Piane,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Khonan Deh,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Jekhandeh,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Terich,Gulagmooli/ Gulaghtori,Teru,Phander,Ghizar
Handarab,Handarap,Teru,Phander,Ghizar
Handarab,Handarap,Teru,Phander,Ghizar
Pongudahh,Handarap,Teru,Phander,Ghizar
Dahh,Handarap,Teru,Phander,Ghizar
Maju Dahh,Handarap,Teru,Phander,Ghizar
Baloshan Dahh,Handarap,Teru,Phander,Ghizar
Warzu Dahh,Handarap,Teru,Phander,Ghizar
Ali Abad,Handarap,Teru,Phander,Ghizar
Lasht,Handarap,Teru,Phander,Ghizar
Guchu dah,Handarap,Teru,Phander,Ghizar
Pongu Dah,Handarap,Teru,Phander,Ghizar
Maju Dah,Handarap,Teru,Phander,Ghizar
Ghuchu Dah,Handarap,Teru,Phander,Ghizar
Baloshan Dah,Handarap,Teru,Phander,Ghizar
Warzu Dah,Handarap,Teru,Phander,Ghizar
Ali Abad,Handarap,Teru,Phander,Ghizar
Lasht,Handarap,Teru,Phander,Ghizar
Taru,Taru,Teru,Phander,Ghizar
Terru Bala,Taru,Teru,Phander,Ghizar
Terru center,Taru,Teru,Phander,Ghizar
Teruu karim abad,Taru,Teru,Phander,Ghizar
Teruu bahachi,Taru,Teru,Phander,Ghizar
CSD TERRU,Taru,Teru,Phander,Ghizar
Terru Proper,Terru proper,Teru,Phander,Ghizar
Barsat,Barsat,Teru,Phander,Ghizar
Hilti Terru,Barsat,Teru,Phander,Ghizar
Shangalat,Shamaran,Shamaran,Phander,Ghizar
Shangalat,Shamaran,Shamaran,Phander,Ghizar
Shamaran,Shamaran,Shamaran,Phander,Ghizar
Hasis,Hasis,Hatoon,Punial,Ghizar
hasis Bala,Hasis,Hatoon,Punial,Ghizar
hasis paine,Hasis,Hatoon,Punial,Ghizar
CSD HASIS,Hasis,Hatoon,Punial,Ghizar
Hatoon Center,Hatoon,Hatoon,Punial,Ghizar
Hatoon Dass,Hatoon,Hatoon,Punial,Ghizar
Hatoon Oumch,Hatoon,Hatoon,Punial,Ghizar
Hatoon Mayoon,Hatoon,Hatoon,Punial,Ghizar
